Tag_A,Attr_A_Name,Attr_A_Value,Relationship,Rel_Att_Name_1,Rel_Att_Value_1,Rel_Att_Name_2,Rel_Att_Value_2,Tag_B,Attr_B_Name,Attr_B_Value
River,Name,Motagua,Runthrough,Rank,0,,,Nation,Nation,Guatemala
River,Name,Motagua,Runthrough,Rank,1,,,Nation,Nation,Honduras
River,Name,Moselle,Runthrough,Rank,0,,,Nation,Nation,Germany
River,Name,Moselle,Runthrough,Rank,1,,,Nation,Nation,Luxembourg
River,Name,Morova,Runthrough,Rank,0,,,Nation,Nation,Czech Republic
River,Name,Morova,Runthrough,Rank,1,,,Nation,Nation,Slovakia
River,Name,Morava,Runthrough,Rank,0,,,Nation,Nation,Slovakia
River,Name,Morava,Runthrough,Rank,1,,,Nation,Nation,Austria
River,Name,Mono,Runthrough,Rank,0,,,Nation,Nation,Togo
River,Name,Mono,Runthrough,Rank,1,,,Nation,Nation,Benin
River,Name,Molopo,Runthrough,Rank,0,,,Nation,Nation,South Africa
River,Name,Molopo,Runthrough,Rank,1,,,Nation,Nation,Botswana
River,Name,Moa,Runthrough,Rank,0,,,Nation,Nation,Guinea
River,Name,Moa,Runthrough,Rank,1,,,Nation,Nation,Liberia
River,Name,Moa,Runthrough,Rank,2,,,Nation,Nation,Sierra Leone
River,Name,Mo,Runthrough,Rank,0,,,Nation,Nation,Togo
River,Name,Mo,Runthrough,Rank,1,,,Nation,Nation,Ghana
River,Name,Mkumbura,Runthrough,Rank,0,,,Nation,Nation,Zimbabwe
River,Name,Mkumbura,Runthrough,Rank,1,,,Nation,Nation,Mozambique
River,Name,Mius,Runthrough,Rank,0,,,Nation,Nation,Ukraine
River,Name,Mius,Runthrough,Rank,1,,,Nation,Nation,Russia
River,Name,Mira,Runthrough,Rank,0,,,Nation,Nation,Ecuador
River,Name,Mira,Runthrough,Rank,1,,,Nation,Nation,Colombia
River,Name,Minho,Runthrough,Rank,0,,,Nation,Nation,Spain
River,Name,Minho,Runthrough,Rank,1,,,Nation,Nation,Portugal
River,Name,Mikr? Pr?spa,Runthrough,Rank,0,,,Nation,Nation,Macedonia
River,Name,Mikr? Pr?spa,Runthrough,Rank,1,,,Nation,Nation,Greece
River,Name,Mezha,Runthrough,Rank,0,,,Nation,Nation,Russia
River,Name,Mezha,Runthrough,Rank,1,,,Nation,Nation,Byelarus
River,Name,Meuse,Runthrough,Rank,0,,,Nation,Nation,France
River,Name,Meuse,Runthrough,Rank,1,,,Nation,Nation,Belgium
River,Name,Meuse,Runthrough,Rank,2,,,Nation,Nation,Netherlands
River,Name,Meta,Runthrough,Rank,0,,,Nation,Nation,Colombia
River,Name,Meta,Runthrough,Rank,1,,,Nation,Nation,Venezuela
River,Name,Merauke,Runthrough,Rank,0,,,Nation,Nation,Indonesia
River,Name,Merauke,Runthrough,Rank,1,,,Nation,Nation,Papua New Guinea
River,Name,Menza,Runthrough,Rank,0,,,Nation,Nation,Mongolia
River,Name,Menza,Runthrough,Rank,1,,,Nation,Nation,Russia
River,Name,Meli,Runthrough,Rank,0,,,Nation,Nation,Guinea
River,Name,Meli,Runthrough,Rank,1,,,Nation,Nation,Sierra Leone
River,Name,Mekrou,Runthrough,Rank,0,,,Nation,Nation,Benin
River,Name,Mekrou,Runthrough,Rank,1,,,Nation,Nation,Burkina Faso
River,Name,Mekong,Runthrough,Rank,0,,,Nation,Nation,China
River,Name,Mekong,Runthrough,Rank,1,,,Nation,Nation,Myanmar
River,Name,Mekong,Runthrough,Rank,2,,,Nation,Nation,Laos
River,Name,Mekong,Runthrough,Rank,3,,,Nation,Nation,Cambodia
River,Name,Mekong,Runthrough,Rank,4,,,Nation,Nation,Vietnam
River,Name,Mbere,Runthrough,Rank,0,,,Nation,Nation,Cameroon
River,Name,Mbere,Runthrough,Rank,1,,,Nation,Nation,Chad
River,Name,Mazoe,Runthrough,Rank,0,,,Nation,Nation,Zimbabwe
River,Name,Mazoe,Runthrough,Rank,1,,,Nation,Nation,Mozambique
River,Name,Mayd?n,Runthrough,Rank,0,,,Nation,Nation,Iran
River,Name,Mayd?n,Runthrough,Rank,1,,,Nation,Nation,Iraq
River,Name,Mataje,Runthrough,Rank,0,,,Nation,Nation,Ecuador
River,Name,Mataje,Runthrough,Rank,1,,,Nation,Nation,Colombia
River,Name,Marro,Runthrough,Rank,0,,,Nation,Nation,Liberia
River,Name,Marro,Runthrough,Rank,1,,,Nation,Nation,Sierra Leone
River,Name,Maros,Runthrough,Rank,0,,,Nation,Nation,Romania
River,Name,Maros,Runthrough,Rank,1,,,Nation,Nation,Hungary
River,Name,Maritsa,Runthrough,Rank,0,,,Nation,Nation,Bulgaria
River,Name,Maritsa,Runthrough,Rank,1,,,Nation,Nation,Greece
River,Name,Maritsa,Runthrough,Rank,2,,,Nation,Nation,Turkey
River,Name,Marico,Runthrough,Rank,0,,,Nation,Nation,South Africa
River,Name,Marico,Runthrough,Rank,1,,,Nation,Nation,Botswana
River,Name,Maputo,Runthrough,Rank,0,,,Nation,Nation,Swaziland
River,Name,Maputo,Runthrough,Rank,1,,,Nation,Nation,South Africa
River,Name,Maputo,Runthrough,Rank,2,,,Nation,Nation,Mozambique
River,Name,Manyinga,Runthrough,Rank,0,,,Nation,Nation,Angola
River,Name,Manyinga,Runthrough,Rank,1,,,Nation,Nation,Zambia
River,Name,Mano,Runthrough,Rank,0,,,Nation,Nation,Liberia
River,Name,Mano,Runthrough,Rank,1,,,Nation,Nation,Sierra Leone
River,Name,Manipur,Runthrough,Rank,0,,,Nation,Nation,India
River,Name,Manipur,Runthrough,Rank,1,,,Nation,Nation,Myanmar
River,Name,Manas,Runthrough,Rank,0,,,Nation,Nation,Bhutan
River,Name,Manas,Runthrough,Rank,1,,,Nation,Nation,India
River,Name,Mamor?,Runthrough,Rank,0,,,Nation,Nation,Brazil
River,Name,Mamor?,Runthrough,Rank,1,,,Nation,Nation,Bolivia
River,Name,Malyy Uzen,Runthrough,Rank,0,,,Nation,Nation,Kazakhstan
River,Name,Malyy Uzen,Runthrough,Rank,1,,,Nation,Nation,Russia
River,Name,Malse,Runthrough,Rank,0,,,Nation,Nation,Austria
River,Name,Malse,Runthrough,Rank,1,,,Nation,Nation,Czech Republic
River,Name,Malisu,Runthrough,Rank,0,,,Nation,Nation,Kyrgyzstan
River,Name,Malisu,Runthrough,Rank,1,,,Nation,Nation,Uzbekistan
River,Name,Malagarasi,Runthrough,Rank,0,,,Nation,Nation,"Tanzania, United Republic of"
River,Name,Malagarasi,Runthrough,Rank,1,,,Nation,Nation,Burundi
River,Name,Mal Uzen,Runthrough,Rank,0,,,Nation,Nation,Kazakhstan
River,Name,Mal Uzen,Runthrough,Rank,1,,,Nation,Nation,Russia
River,Name,Magar an,Runthrough,Rank,0,,,Nation,Nation,Saudi Arabia
River,Name,Magar an,Runthrough,Rank,1,,,Nation,Nation,Iraq
River,Name,Madeira,Runthrough,Rank,0,,,Nation,Nation,Brazil
River,Name,Madeira,Runthrough,Rank,1,,,Nation,Nation,Bolivia
River,Name,Macassi,Runthrough,Rank,0,,,Nation,Nation,Haiti
River,Name,Macassi,Runthrough,Rank,1,,,Nation,Nation,Dominican Republic
River,Name,Macar?,Runthrough,Rank,0,,,Nation,Nation,Ecuador
River,Name,Macar?,Runthrough,Rank,1,,,Nation,Nation,Peru
River,Name,M?shkid,Runthrough,Rank,0,,,Nation,Nation,Pakistan
River,Name,M?shkid,Runthrough,Rank,1,,,Nation,Nation,Iran
River,Name,Lyna,Runthrough,Rank,0,,,Nation,Nation,Poland
River,Name,Lyna,Runthrough,Rank,1,,,Nation,Nation,Lithuania
River,Name,Luznice,Runthrough,Rank,0,,,Nation,Nation,Austria
River,Name,Luznice,Runthrough,Rank,1,,,Nation,Nation,Czech Republic
River,Name,Luenha,Runthrough,Rank,0,,,Nation,Nation,Zimbabwe
River,Name,Luenha,Runthrough,Rank,1,,,Nation,Nation,Mozambique
River,Name,Luapula,Runthrough,Rank,0,,,Nation,Nation,Congo
River,Name,Luapula,Runthrough,Rank,1,,,Nation,Nation,Zambia
River,Name,Luangwa,Runthrough,Rank,0,,,Nation,Nation,Zambia
River,Name,Luangwa,Runthrough,Rank,1,,,Nation,Nation,Mozambique
River,Name,Lovu?,Runthrough,Rank,0,,,Nation,Nation,Angola
River,Name,Lovu?,Runthrough,Rank,1,,,Nation,Nation,Congo
River,Name,Lovat,Runthrough,Rank,0,,,Nation,Nation,Russia
River,Name,Lovat,Runthrough,Rank,1,,,Nation,Nation,Byelarus
River,Name,Lorsach,Runthrough,Rank,0,,,Nation,Nation,Austria
River,Name,Lorsach,Runthrough,Rank,1,,,Nation,Nation,Germany
River,Name,Logone,Runthrough,Rank,0,,,Nation,Nation,Cameroon
River,Name,Logone,Runthrough,Rank,1,,,Nation,Nation,Chad
River,Name,Loange,Runthrough,Rank,0,,,Nation,Nation,Angola
River,Name,Loange,Runthrough,Rank,1,,,Nation,Nation,Congo
River,Name,Limpopo,Runthrough,Rank,0,,,Nation,Nation,Botswana
River,Name,Limpopo,Runthrough,Rank,1,,,Nation,Nation,South Africa
River,Name,Limpopo,Runthrough,Rank,2,,,Nation,Nation,Zimbabwe
River,Name,Lim,Runthrough,Rank,0,,,Nation,Nation,Serbia
River,Name,Lim,Runthrough,Rank,1,,,Nation,Nation,Bosnia And Herzegovina
River,Name,Lielupe,Runthrough,Rank,0,,,Nation,Nation,Lithuania
River,Name,Lielupe,Runthrough,Rank,1,,,Nation,Nation,Latvia
River,Name,Libon,Runthrough,Rank,0,,,Nation,Nation,Dominican Republic
River,Name,Libon,Runthrough,Rank,1,,,Nation,Nation,Haiti
River,Name,Lenina,Runthrough,Rank,0,,,Nation,Nation,Tajikistan
River,Name,Lenina,Runthrough,Rank,1,,,Nation,Nation,China
River,Name,Lempa,Runthrough,Rank,0,,,Nation,Nation,Honduras
River,Name,Lempa,Runthrough,Rank,1,,,Nation,Nation,El Salvador
River,Name,Leie,Runthrough,Rank,0,,,Nation,Nation,Belgium
River,Name,Leie,Runthrough,Rank,1,,,Nation,Nation,France
River,Name,Lech,Runthrough,Rank,0,,,Nation,Nation,Austria
River,Name,Lech,Runthrough,Rank,1,,,Nation,Nation,Germany
River,Name,Lauter,Runthrough,Rank,0,,,Nation,Nation,Germany
River,Name,Lauter,Runthrough,Rank,1,,,Nation,Nation,France
River,Name,Lanza,Runthrough,Rank,0,,,Nation,Nation,Peru
River,Name,Lanza,Runthrough,Rank,1,,,Nation,Nation,Bolivia
River,Name,Langai,Runthrough,Rank,0,,,Nation,Nation,India
River,Name,Langai,Runthrough,Rank,1,,,Nation,Nation,Bangladesh
River,Name,Lagone Oriental,Runthrough,Rank,0,,,Nation,Nation,Central African Republic
River,Name,Lagone Oriental,Runthrough,Rank,1,,,Nation,Nation,Chad
River,Name,Lagartococha,Runthrough,Rank,0,,,Nation,Nation,Ecuador
River,Name,Lagartococha,Runthrough,Rank,1,,,Nation,Nation,Peru
River,Name,Labe,Runthrough,Rank,0,,,Nation,Nation,Czech Republic
River,Name,Labe,Runthrough,Rank,1,,,Nation,Nation,Poland
River,Name,L?raba,Runthrough,Rank,0,,,Nation,Nation,Burkina Faso
River,Name,L?raba,Runthrough,Rank,1,,,Nation,Nation,Ivory Coast
River,Name,Kye,Runthrough,Rank,0,,,Nation,Nation,Equatorial Guinea
River,Name,Kye,Runthrough,Rank,1,,,Nation,Nation,Gabon
River,Name,Kye,Runthrough,Rank,2,,,Nation,Nation,Cameroon
River,Name,Kwilu,Runthrough,Rank,0,,,Nation,Nation,Angola
River,Name,Kwilu,Runthrough,Rank,1,,,Nation,Nation,Congo
River,Name,Kwenge,Runthrough,Rank,0,,,Nation,Nation,Angola
River,Name,Kwenge,Runthrough,Rank,1,,,Nation,Nation,Congo
River,Name,Kwango,Runthrough,Rank,0,,,Nation,Nation,Angola
River,Name,Kwango,Runthrough,Rank,1,,,Nation,Nation,Congo
River,Name,Kushka,Runthrough,Rank,0,,,Nation,Nation,Afghanistan
River,Name,Kushka,Runthrough,Rank,1,,,Nation,Nation,Turkmenistan
River,Name,Kurram,Runthrough,Rank,0,,,Nation,Nation,Afghanistan
River,Name,Kurram,Runthrough,Rank,1,,,Nation,Nation,Pakistan
River,Name,Kura,Runthrough,Rank,0,,,Nation,Nation,Georgia
River,Name,Kura,Runthrough,Rank,1,,,Nation,Nation,Azerbaijan
River,Name,Kur,Runthrough,Rank,0,,,Nation,Nation,China
River,Name,Kur,Runthrough,Rank,1,,,Nation,Nation,Bhutan
River,Name,Kupa,Runthrough,Rank,0,,,Nation,Nation,Croatia
River,Name,Kupa,Runthrough,Rank,1,,,Nation,Nation,Slovenia
River,Name,Kunene,Runthrough,Rank,0,,,Nation,Nation,Angola
River,Name,Kunene,Runthrough,Rank,1,,,Nation,Nation,Namibia
River,Name,Kundar,Runthrough,Rank,0,,,Nation,Nation,Afghanistan
River,Name,Kundar,Runthrough,Rank,1,,,Nation,Nation,Pakistan
River,Name,Kunar,Runthrough,Rank,0,,,Nation,Nation,Pakistan
River,Name,Kunar,Runthrough,Rank,1,,,Nation,Nation,Afghanistan
River,Name,Kuhva,Runthrough,Rank,0,,,Nation,Nation,Latvia
River,Name,Kuhva,Runthrough,Rank,1,,,Nation,Nation,Russia
River,Name,Kuchurgan,Runthrough,Rank,0,,,Nation,Nation,Ukraine
River,Name,Kuchurgan,Runthrough,Rank,1,,,Nation,Nation,Moldova
River,Name,Kotur,Runthrough,Rank,0,,,Nation,Nation,Turkey
River,Name,Kotur,Runthrough,Rank,1,,,Nation,Nation,Iran
River,Name,Korana,Runthrough,Rank,0,,,Nation,Nation,Croatia
River,Name,Korana,Runthrough,Rank,1,,,Nation,Nation,Bosnia And Herzegovina
River,Name,Kora,Runthrough,Rank,0,,,Nation,Nation,Turkey
River,Name,Kora,Runthrough,Rank,1,,,Nation,Nation,Georgia
River,Name,Konk?m?,Runthrough,Rank,0,,,Nation,Nation,Sweden
River,Name,Konk?m?,Runthrough,Rank,1,,,Nation,Nation,Finland
River,Name,Kongun,Runthrough,Rank,0,,,Nation,Nation,Indonesia
River,Name,Kongun,Runthrough,Rank,1,,,Nation,Nation,Papua New Guinea
River,Name,Kongchenjunga,Runthrough,Rank,0,,,Nation,Nation,China
River,Name,Kongchenjunga,Runthrough,Rank,1,,,Nation,Nation,Nepal
River,Name,Kom,Runthrough,Rank,0,,,Nation,Nation,Cameroon
River,Name,Kom,Runthrough,Rank,1,,,Nation,Nation,Gabon
River,Name,Kolimbine,Runthrough,Rank,0,,,Nation,Nation,Mauritania
River,Name,Kolimbine,Runthrough,Rank,1,,,Nation,Nation,Mali
River,Name,Kogilnik,Runthrough,Rank,0,,,Nation,Nation,Moldova
River,Name,Kogilnik,Runthrough,Rank,1,,,Nation,Nation,Ukraine
River,Name,Khand P.,Runthrough,Rank,0,,,Nation,Nation,Afghanistan
River,Name,Khand P.,Runthrough,Rank,1,,,Nation,Nation,Pakistan
River,Name,Kh?b?r,Runthrough,Rank,0,,,Nation,Nation,Turkey
River,Name,Kh?b?r,Runthrough,Rank,1,,,Nation,Nation,Syria
River,Name,Kerulen,Runthrough,Rank,0,,,Nation,Nation,Mongolia
River,Name,Kerulen,Runthrough,Rank,1,,,Nation,Nation,China
River,Name,Kerka,Runthrough,Rank,0,,,Nation,Nation,Slovenia
River,Name,Kerka,Runthrough,Rank,1,,,Nation,Nation,Hungary
River,Name,Keb?,Runthrough,Rank,0,,,Nation,Nation,Lebanon
River,Name,Keb?,Runthrough,Rank,1,,,Nation,Nation,Syria
River,Name,Kaxgar He,Runthrough,Rank,0,,,Nation,Nation,Russia
River,Name,Kaxgar He,Runthrough,Rank,1,,,Nation,Nation,China
River,Name,Katsina,Runthrough,Rank,0,,,Nation,Nation,Cameroon
River,Name,Katsina,Runthrough,Rank,1,,,Nation,Nation,Nigeria
River,Name,Katia,Runthrough,Rank,0,,,Nation,Nation,Cameroon
River,Name,Katia,Runthrough,Rank,1,,,Nation,Nation,Nigeria
River,Name,Kasai,Runthrough,Rank,0,,,Nation,Nation,Angola
River,Name,Kasai,Runthrough,Rank,1,,,Nation,Nation,Congo
River,Name,Kartalcircib,Runthrough,Rank,0,,,Nation,Nation,Turkey
River,Name,Kartalcircib,Runthrough,Rank,1,,,Nation,Nation,Syria
River,Name,Karnali,Runthrough,Rank,0,,,Nation,Nation,China
River,Name,Karnali,Runthrough,Rank,1,,,Nation,Nation,Nepal
River,Name,Karkheh Kur,Runthrough,Rank,0,,,Nation,Nation,Iraq
River,Name,Karkheh Kur,Runthrough,Rank,1,,,Nation,Nation,Iran
River,Name,Karkheh,Runthrough,Rank,0,,,Nation,Nation,Iraq
River,Name,Karkheh,Runthrough,Rank,1,,,Nation,Nation,Iran
River,Name,Karaunkyur,Runthrough,Rank,0,,,Nation,Nation,Kyrgyzstan
River,Name,Karaunkyur,Runthrough,Rank,1,,,Nation,Nation,Uzbekistan
River,Name,Karasu,Runthrough,Rank,0,,,Nation,Nation,Turkey
River,Name,Karasu,Runthrough,Rank,1,,,Nation,Nation,Syria
River,Name,Karakoro,Runthrough,Rank,0,,,Nation,Nation,Mauritania
River,Name,Karakoro,Runthrough,Rank,1,,,Nation,Nation,Mali
River,Name,Kapchagay,Runthrough,Rank,0,,,Nation,Nation,China
River,Name,Kapchagay,Runthrough,Rank,1,,,Nation,Nation,Kazakhstan
River,Name,Kankai,Runthrough,Rank,0,,,Nation,Nation,Nepal
River,Name,Kankai,Runthrough,Rank,1,,,Nation,Nation,India
River,Name,Kank?laba,Runthrough,Rank,0,,,Nation,Nation,Ivory Coast
River,Name,Kank?laba,Runthrough,Rank,1,,,Nation,Nation,Mali
River,Name,Kangchenjunga,Runthrough,Rank,0,,,Nation,Nation,Nepal
River,Name,Kangchenjunga,Runthrough,Rank,1,,,Nation,Nation,India
River,Name,Kamadongou Yobe,Runthrough,Rank,0,,,Nation,Nation,Nigeria
River,Name,Kamadongou Yobe,Runthrough,Rank,1,,,Nation,Nation,Niger
River,Name,Kagera,Runthrough,Rank,0,,,Nation,Nation,Burundi
River,Name,Kagera,Runthrough,Rank,1,,,Nation,Nation,Rwanda
River,Name,Kagera,Runthrough,Rank,2,,,Nation,Nation,"Tanzania, United Republic of"
River,Name,Kagera,Runthrough,Rank,3,,,Nation,Nation,Uganda
River,Name,Kade?,Runthrough,Rank,0,,,Nation,Nation,Central African Republic
River,Name,Kade?,Runthrough,Rank,1,,,Nation,Nation,Cameroon
River,Name,Kadanai R.,Runthrough,Rank,0,,,Nation,Nation,Pakistan
River,Name,Kadanai R.,Runthrough,Rank,1,,,Nation,Nation,Afghanistan
River,Name,Kabul,Runthrough,Rank,0,,,Nation,Nation,Afghanistan
River,Name,Kabul,Runthrough,Rank,1,,,Nation,Nation,Pakistan
River,Name,Kabish,Runthrough,Rank,0,,,Nation,Nation,Ethiopia
River,Name,Kabish,Runthrough,Rank,1,,,Nation,Nation,Sudan
River,Name,Kabir,Runthrough,Rank,0,,,Nation,Nation,Turkey
River,Name,Kabir,Runthrough,Rank,1,,,Nation,Nation,Syria
River,Name,Kaba He,Runthrough,Rank,0,,,Nation,Nation,China
River,Name,Kaba He,Runthrough,Rank,1,,,Nation,Nation,Russia
River,Name,Jordan,Runthrough,Rank,0,,,Nation,Nation,Lebanon
River,Name,Jordan,Runthrough,Rank,1,,,Nation,Nation,Syria
River,Name,Jordan,Runthrough,Rank,2,,,Nation,Nation,Israel
River,Name,Jordan,Runthrough,Rank,3,,,Nation,Nation,Jordan
River,Name,Jeinemeni,Runthrough,Rank,0,,,Nation,Nation,Argentina
River,Name,Jeinemeni,Runthrough,Rank,1,,,Nation,Nation,Chile
River,Name,Japur?,Runthrough,Rank,0,,,Nation,Nation,Colombia
River,Name,Japur?,Runthrough,Rank,1,,,Nation,Nation,Brazil
River,Name,Jalahaka,Runthrough,Rank,0,,,Nation,Nation,India
River,Name,Jalahaka,Runthrough,Rank,1,,,Nation,Nation,Bangladesh
River,Name,Jakobselv,Runthrough,Rank,0,,,Nation,Nation,Norway
River,Name,Jakobselv,Runthrough,Rank,1,,,Nation,Nation,Russia
River,Name,Jaguarao,Runthrough,Rank,0,,,Nation,Nation,Uruguay
River,Name,Jaguarao,Runthrough,Rank,1,,,Nation,Nation,Brazil
River,Name,Jaghjaghah,Runthrough,Rank,0,,,Nation,Nation,Turkey
River,Name,Jaghjaghah,Runthrough,Rank,1,,,Nation,Nation,Syria
River,Name,Jabal Unayzah,Runthrough,Rank,0,,,Nation,Nation,Iraq
River,Name,Jabal Unayzah,Runthrough,Rank,1,,,Nation,Nation,Jordan
River,Name,Ita?,Runthrough,Rank,0,,,Nation,Nation,Bolivia
River,Name,Ita?,Runthrough,Rank,1,,,Nation,Nation,Argentina
River,Name,Ishasha,Runthrough,Rank,0,,,Nation,Nation,Congo
River,Name,Ishasha,Runthrough,Rank,1,,,Nation,Nation,Uganda
River,Name,Isartal,Runthrough,Rank,0,,,Nation,Nation,Austria
River,Name,Isartal,Runthrough,Rank,1,,,Nation,Nation,Germany
River,Name,Isana,Runthrough,Rank,0,,,Nation,Nation,Colombia
River,Name,Isana,Runthrough,Rank,1,,,Nation,Nation,Brazil
River,Name,Irrawadda,Runthrough,Rank,0,,,Nation,Nation,China
River,Name,Irrawadda,Runthrough,Rank,1,,,Nation,Nation,Myanmar
River,Name,Ireng,Runthrough,Rank,0,,,Nation,Nation,Guyana
River,Name,Ireng,Runthrough,Rank,1,,,Nation,Nation,Brazil
River,Name,Iput,Runthrough,Rank,0,,,Nation,Nation,Byelarus
River,Name,Iput,Runthrough,Rank,1,,,Nation,Nation,Russia
River,Name,Ipel,Runthrough,Rank,0,,,Nation,Nation,Slovakia
River,Name,Ipel,Runthrough,Rank,1,,,Nation,Nation,Hungary
River,Name,Iora,Runthrough,Rank,0,,,Nation,Nation,Georgia
River,Name,Iora,Runthrough,Rank,1,,,Nation,Nation,Azerbaijan
River,Name,Intermedio,Runthrough,Rank,0,,,Nation,Nation,Colombia
River,Name,Intermedio,Runthrough,Rank,1,,,Nation,Nation,Venezuela
River,Name,Inn,Runthrough,Rank,0,,,Nation,Nation,Austria
River,Name,Inn,Runthrough,Rank,1,,,Nation,Nation,Germany
River,Name,Indus,Runthrough,Rank,0,,,Nation,Nation,China
River,Name,Indus,Runthrough,Rank,1,,,Nation,Nation,India
River,Name,Indus,Runthrough,Rank,2,,,Nation,Nation,Pakistan
River,Name,Imjin,Runthrough,Rank,0,,,Nation,Nation,"Korea, Republic of"
River,Name,Imjin,Runthrough,Rank,1,,,Nation,Nation,"Korea, Democratic People's Repu"
River,Name,Iller,Runthrough,Rank,0,,,Nation,Nation,Austria
River,Name,Iller,Runthrough,Rank,1,,,Nation,Nation,Germany
River,Name,Ili He,Runthrough,Rank,0,,,Nation,Nation,Russia
River,Name,Ili He,Runthrough,Rank,1,,,Nation,Nation,China
River,Name,Ilek,Runthrough,Rank,0,,,Nation,Nation,Russia
River,Name,Ilek,Runthrough,Rank,1,,,Nation,Nation,Kazakhstan
River,Name,Iguacu,Runthrough,Rank,0,,,Nation,Nation,Brazil
River,Name,Iguacu,Runthrough,Rank,1,,,Nation,Nation,Argentina
River,Name,Hwach ?n-ch?suji,Runthrough,Rank,0,,,Nation,Nation,"Korea, Republic of"
River,Name,Hwach ?n-ch?suji,Runthrough,Rank,1,,,Nation,Nation,"Korea, Democratic People's Repu"
River,Name,Hong,Runthrough,Rank,0,,,Nation,Nation,China
River,Name,Hong,Runthrough,Rank,1,,,Nation,Nation,Vietnam
River,Name,Hondo,Runthrough,Rank,0,,,Nation,Nation,Mexico
River,Name,Hondo,Runthrough,Rank,1,,,Nation,Nation,Belize
River,Name,Hezil,Runthrough,Rank,0,,,Nation,Nation,Turkey
River,Name,Hezil,Runthrough,Rank,1,,,Nation,Nation,Iraq
River,Name,Helmand R.,Runthrough,Rank,0,,,Nation,Nation,Iran
River,Name,Helmand R.,Runthrough,Rank,1,,,Nation,Nation,Afghanistan
River,Name,Heath,Runthrough,Rank,0,,,Nation,Nation,Bolivia
River,Name,Heath,Runthrough,Rank,1,,,Nation,Nation,Peru
River,Name,Hasbani,Runthrough,Rank,0,,,Nation,Nation,Lebanon
River,Name,Hasbani,Runthrough,Rank,1,,,Nation,Nation,Israel
River,Name,Hari R?d,Runthrough,Rank,0,,,Nation,Nation,Iran
River,Name,Hari R?d,Runthrough,Rank,1,,,Nation,Nation,Turkmenistan
River,Name,Habarut,Runthrough,Rank,0,,,Nation,Nation,Yemen
River,Name,Habarut,Runthrough,Rank,1,,,Nation,Nation,Oman
River,Name,H?ji Beg,Runthrough,Rank,0,,,Nation,Nation,Turkey
River,Name,H?ji Beg,Runthrough,Rank,1,,,Nation,Nation,Iraq
River,Name,Guepi,Runthrough,Rank,0,,,Nation,Nation,Ecuador
River,Name,Guepi,Runthrough,Rank,1,,,Nation,Nation,Peru
River,Name,Guasaute,Runthrough,Rank,0,,,Nation,Nation,Honduras
River,Name,Guasaute,Runthrough,Rank,1,,,Nation,Nation,Nicaragua
River,Name,Guapore,Runthrough,Rank,0,,,Nation,Nation,Brazil
River,Name,Guapore,Runthrough,Rank,1,,,Nation,Nation,Bolivia
River,Name,Guadiana,Runthrough,Rank,0,,,Nation,Nation,Spain
River,Name,Guadiana,Runthrough,Rank,1,,,Nation,Nation,Portugal
River,Name,Great Scarcies,Runthrough,Rank,0,,,Nation,Nation,Guinea
River,Name,Great Scarcies,Runthrough,Rank,1,,,Nation,Nation,Sierra Leone
River,Name,Goryn,Runthrough,Rank,0,,,Nation,Nation,Byelarus
River,Name,Goryn,Runthrough,Rank,1,,,Nation,Nation,Ukraine
River,Name,Goryn,Runthrough,Rank,2,,,Nation,Nation,Russia
River,Name,Goruh,Runthrough,Rank,0,,,Nation,Nation,Turkey
River,Name,Goruh,Runthrough,Rank,1,,,Nation,Nation,Russia
River,Name,Gogra,Runthrough,Rank,0,,,Nation,Nation,Nepal
River,Name,Gogra,Runthrough,Rank,1,,,Nation,Nation,India
River,Name,Gobza,Runthrough,Rank,0,,,Nation,Nation,Russia
River,Name,Gobza,Runthrough,Rank,1,,,Nation,Nation,Byelarus
River,Name,Goascor?n,Runthrough,Rank,0,,,Nation,Nation,Honduras
River,Name,Goascor?n,Runthrough,Rank,1,,,Nation,Nation,El Salvador
River,Name,Glina,Runthrough,Rank,0,,,Nation,Nation,Bosnia And Herzegovina
River,Name,Glina,Runthrough,Rank,1,,,Nation,Nation,Croatia
River,Name,Gbanhala,Runthrough,Rank,0,,,Nation,Nation,Guinea
River,Name,Gbanhala,Runthrough,Rank,1,,,Nation,Nation,Ivory Coast
River,Name,Gaya He,Runthrough,Rank,0,,,Nation,Nation,China
River,Name,Gaya He,Runthrough,Rank,1,,,Nation,Nation,Russia
River,Name,Gaya He,Runthrough,Rank,2,,,Nation,Nation,"Korea, Republic of"
River,Name,Gauja,Runthrough,Rank,0,,,Nation,Nation,Latvia
River,Name,Gauja,Runthrough,Rank,1,,,Nation,Nation,Estonia
River,Name,Ganges,Runthrough,Rank,0,,,Nation,Nation,Bangladesh
River,Name,Ganges,Runthrough,Rank,1,,,Nation,Nation,India
River,Name,Gandak,Runthrough,Rank,0,,,Nation,Nation,Nepal
River,Name,Gandak,Runthrough,Rank,1,,,Nation,Nation,India
River,Name,Galera,Runthrough,Rank,0,,,Nation,Nation,Argentina
River,Name,Galera,Runthrough,Rank,1,,,Nation,Nation,Chile
River,Name,Gadadhar,Runthrough,Rank,0,,,Nation,Nation,India
River,Name,Gadadhar,Runthrough,Rank,1,,,Nation,Nation,Bangladesh
River,Name,G?ija,Runthrough,Rank,0,,,Nation,Nation,Guatemala
River,Name,G?ija,Runthrough,Rank,1,,,Nation,Nation,El Salvador
