Tag_A,Attr_A_Name,Attr_A_Value,Relationship,Rel_Att_Name_1,Rel_Att_Value_1,Rel_Att_Name_2,Rel_Att_Value_2,Tag_B,Attr_B_Name,Attr_B_Value
Strait,Name,Strait of Juan de Fuca,Part_of,,,,,Ocean,Name,Pacific Ocean
Strait,Name,Strait of Juan de Fuca,Adjacent_to,,,,,Nation,Name,Canada
Strait,Name,Strait of Juan de Fuca,Adjacent_to,,,,,Nation,Name,United States
Strait,Name,Chatham Strait,Part_of,,,,,IHO_Sea_Area,Name,Gulf of Alaska
Strait,Name,shpanberg strait,Part_of,,,,,IHO_Sea_Area,Name,Bering Sea
General_Sea_Area,Name,Amphiatlantic,Part_of,,,,,General_Sea_Area,Name,Atlantic Ocean
General_Sea_Area,Name,Eastern Pacific,Part_of,,,,,Ocean,Name,Pacific Ocean
General_Sea_Area,Name,Eastern Pacific,Similar_to,,,,,General_Sea_Area,Name,East Pacific
Sea,Name,Minches and Malin Sea,Part_of,,,,,IHO_Sea_Area,Name,Inner Seas off the West Coast of Scotland
Sea,Name,Chuki Sea,Part_of,,,,,IHO_Sea_Area,Name,North Pacific Ocean
Sea,Name,Chuki Sea,Part_of,,,,,IHO_Sea_Area,Name,Arctic Ocean
Sea,Name,Chuki Sea,Adjacent_to,,,,,IHO_Sea_Area,Name,East Siberian Sea
Sea,Name,Chuki Sea,Adjacent_to,,,,,IHO_Sea_Area,Name,Bering Sea
Strait,Name,Balabac Strait,Part_of,,,,,Nation,Name,Philippines
General_Sea_Area,Name,South West Mediterranean,Part_of,,,,,IHO_Sea_Area,Name,Mediterranean Sea
General_Sea_Area,Name,North East Mediteranean,Part_of,,,,,IHO_Sea_Area,Name,Mediterranean Sea
Sea,Name,Northern Weddell Sea,Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
General_Sea_Area,Name,Tropical Indian Ocean,Part_of,,,,,IHO_Sea_Area,Name,Indian Ocean
General_Sea_Area,Name,Tropical East Indian Ocean,Part_of,,,,,General_Sea_Area,Name,Tropical Indian Ocean
General_Sea_Area,Name,Southern North Sea,Part_of,,,,,IHO_Sea_Area,Name,North Sea
Sea,Name,Nordic Seas,Part_of,,,,,IHO_Sea_Area,Name,Arctic Ocean
Strait,Name,Investigator Strait,Part_of,,,,,IHO_Sea_Area,Name,Great Australian Bight
General_Sea_Area,Name,South Eastern Caribbean Sea,Part_of,,,,,IHO_Sea_Area,Name,Caribbean Sea
Sea,Name,Cooperation Sea,Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
Sea,Name,Cosmonauts Sea,Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
Sea,Name,Lazarev Sea,Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
Sea,Name,Riiser-Larsen Sea,Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
Sea,Name,Sound Sea,Part_of,,,,,IHO_Sea_Area,Name,Baltic Sea
Sea,Name,Somov Sea,Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
Strait,Name,Strait of Hormuz,Part_of,,,,,IHO_Sea_Area,Name,Indian Ocean
Sea,Name,Central Mediterranean,Part_of,,,,,IHO_Sea_Area,Name,Mediterranean Sea
Sea,Name,Northern South China Sea,Part_of,,,,,IHO_Sea_Area,Name,South China Sea
Sea,Name,Southeastern Andaman Sea,Part_of,,,,,IHO_Sea_Area,Name,Andaman Sea
Seachannel,Name,Neva Seachannel,Part_of,,,,,IHO_Sea_Area,Name,North Atlantic Ocean
Seachannel,Name,Pukaki Seachannel,Part_of,,,,,IHO_Sea_Area,Name,South Pacific Ocean
Seachannel,Name,Toyama Seachannel,Part_of,,,,,IHO_Sea_Area,Name,Japan Sea
Seachannel,Name,Ulsan Seachannel,Part_of,,,,,IHO_Sea_Area,Name,Japan Sea
Sea,Name,Kashima Sea,Part_of,,,,,Nation,Name,Japan
General_Sea_Area,Name,"Northwestern North Pacific, off Japan ",Part_of,,,,,IHO_Sea_Area,Name,North Pacific Ocean
General_Sea_Area,Name,Southern Bay of Biscay,Part_of,,,,,IHO_Sea_Area,Name,Bay of Biscay
Sea,Name,Balearic Sea,Part_of,,,,,IHO_Sea_Area,Name,Mediterranean Sea
Sea,Name,Dead Sea,Part_of,,,,,Nation,Name,Jordan
Strait,Name,Carnley Harbour,Part_of,,,,,Nation,Name,New Zealand
Strait,Name,Selat Solor,Part_of,,,,,Nation,Name,Indonesia
Seachannel,Name,Hikurangi Sea Channel,Part_of,,,,,IHO_Sea_Area,Name,South Pacific Ocean
Seachannel,Name,Karitane Seachannel,Part_of,,,,,IHO_Sea_Area,Name,South Pacific Ocean
Seachannel,Name,Moeraki Seachannel,Part_of,,,,,IHO_Sea_Area,Name,Tasman Sea
Strait,Name,Tsugaru Strait,Adjacent_to,,,,,IHO_Sea_Area,Name,North Pacific Ocean
Strait,Name,Tsugaru Strait,Adjacent_to,,,,,IHO_Sea_Area,Name,Japan Sea
Seachannel,Name,Surveyor Sea Channel,Part_of,,,,,IHO_Sea_Area,Name,Gulf of Alaska
Seachannel,Name,Nishi-gotō Seachannels,Part_of,,,,,IHO_Sea_Area,Name,Eastern China Sea
Seachannel,Name,Veryan Seachannel,Part_of,,,,,IHO_Sea_Area,Name,South Pacific Ocean
Seachannel,Name,South Seachannel,Part_of,,,,,IHO_Sea_Area,Name,South Pacific Ocean
Seachannel,Name,North Seachannel,Part_of,,,,,IHO_Sea_Area,Name,South Pacific Ocean
Seachannel,Name,Centre Seachannel,Part_of,,,,,IHO_Sea_Area,Name,South Pacific Ocean
Seachannel,Name,Astoria Seachannel,Part_of,,,,,IHO_Sea_Area,Name,North Pacific Ocean
Seachannel,Name,Higashi-gotō Seachannels,Part_of,,,,,IHO_Sea_Area,Name,Japan Sea
Seachannel,Name,Chūō-gotō Seachannels,Part_of,,,,,IHO_Sea_Area,Name,Japan Sea
Seachannel,Name,Willapa Seachannel,Part_of,,,,,IHO_Sea_Area,Name,North Pacific Ocean
Seachannel,Name,Vidal Seachannel,Part_of,,,,,IHO_Sea_Area,Name,North Atlantic Ocean
Seachannel,Name,Nakwe Seachannel,Part_of,,,,,IHO_Sea_Area,Name,North Pacific Ocean
Seachannel,Name,Heck Seachannel,Part_of,,,,,IHO_Sea_Area,Name,North Pacific Ocean
Seachannel,Name,Cook Seachannel,Part_of,,,,,IHO_Sea_Area,Name,Tasman Sea
Seachannel,Name,Campbell Seachannel,Part_of,,,,,IHO_Sea_Area,Name,South Pacific Ocean
Seachannel,Name,Tillamook Seachannel,Part_of,,,,,IHO_Sea_Area,Name,North Pacific Ocean
Seachannel,Name,Rosalind Channel,Part_of,,,,,IHO_Sea_Area,Name,Caribbean Sea
Seachannel,Name,Northwest Diriangen Channel,Part_of,,,,,IHO_Sea_Area,Name,Caribbean Sea
Seachannel,Name,Northeast Diriangen Channel,Part_of,,,,,IHO_Sea_Area,Name,Caribbean Sea
Seachannel,Name,North Sahul Passage,Part_of,,,,,IHO_Sea_Area,Name,Timor Sea
Seachannel,Name,Nitinat Seachannel,Part_of,,,,,IHO_Sea_Area,Name,North Pacific Ocean
Seachannel,Name,Haida Channel,Part_of,,,,,IHO_Sea_Area,Name,North Pacific Ocean
Seachannel,Name,Diriangen Channel,Part_of,,,,,IHO_Sea_Area,Name,Caribbean Sea
Seachannel,Name,Botney Cut,Part_of,,,,,IHO_Sea_Area,Name,North Sea
Seachannel,Name,Bering Channel,Part_of,,,,,IHO_Sea_Area,Name,Bering Sea
Seachannel,Name,Bawihka Channel,Part_of,,,,,IHO_Sea_Area,Name,Caribbean Sea
Seachannel,Name,Amazon Sea Channel,Part_of,,,,,IHO_Sea_Area,Name,North Atlantic Ocean
Seachannel,Name,Molyneux Sea Channel,Part_of,,,,,IHO_Sea_Area,Name,South Pacific Ocean
Strait,Name,Qiongzhou Strait,Part_of,,,,,IHO_Sea_Area,Name,South China Sea
General_Sea_Area,Name,Southwest Pacific Antarctic,Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
General_Sea_Area,Name,Southwest Pacific Subantarctic,Part_of,,,,,IHO_Sea_Area,Name,South Pacific Ocean
General_Sea_Area,Name,Pacific sector of the Southern Ocean,Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
Seachannel,Name,Cook Sea Channel,Part_of,,,,,IHO_Sea_Area,Name,Tasman Sea
Seachannel,Name,Kaipara Sea Channel,Part_of,,,,,IHO_Sea_Area,Name,Tasman Sea
Seachannel,Name,Waiatoto Sea Channel,Part_of,,,,,IHO_Sea_Area,Name,Tasman Sea
Seachannel,Name,Saunders Sea Channel,Part_of,,,,,IHO_Sea_Area,Name,South Pacific Ocean
Seachannel,Name,Puketuroto / Hoopers Sea Channel,Part_of,,,,,IHO_Sea_Area,Name,South Pacific Ocean
Seachannel,Name,Taieri Sea Channel,Part_of,,,,,IHO_Sea_Area,Name,South Pacific Ocean
Seachannel,Name,Waitaki Sea Channel,Part_of,,,,,IHO_Sea_Area,Name,South Pacific Ocean
Seachannel,Name,Campbell Sea Channel,Part_of,,,,,IHO_Sea_Area,Name,South Pacific Ocean
Seachannel,Name,Madden Sea Channel,Part_of,,,,,IHO_Sea_Area,Name,South Pacific Ocean
Seachannel,Name,Mayor Sea Channel,Part_of,,,,,IHO_Sea_Area,Name,South Pacific Ocean
Seachannel,Name,TSC Seachannel,Part_of,,,,,IHO_Sea_Area,Name,Gulf of Mexico
Nation,Name,Afghanistan,Land_border_with,km,91,,,Nation,Nation,China
Nation,Name,Afghanistan,Land_border_with,km,921,,,Nation,Nation,Iran
Nation,Name,Afghanistan,Land_border_with,km,2670,,,Nation,Nation,Pakistan
Nation,Name,Afghanistan,Land_border_with,km,1357,,,Nation,Nation,Tajikistan
Nation,Name,Afghanistan,Land_border_with,km,804,,,Nation,Nation,Turkmenistan
Nation,Name,Afghanistan,Land_border_with,km,144,,,Nation,Nation,Uzbekistan
Nation,Name,Akrotiri,Land_border_with,km,48,,,Nation,Nation,Cyprus
Nation,Name,Albania,Land_border_with,km,212,,,Nation,Nation,Greece
Nation,Name,Albania,Land_border_with,km,112,,,Nation,Nation,Kosovo
Nation,Name,Albania,Land_border_with,km,181,,,Nation,Nation,Macedonia
Nation,Name,Albania,Land_border_with,km,186,,,Nation,Nation,Montenegro
Nation,Name,Algeria,Land_border_with,km,989,,,Nation,Nation,Libya
Nation,Name,Algeria,Land_border_with,km,1359,,,Nation,Nation,Mali
Nation,Name,Algeria,Land_border_with,km,460,,,Nation,Nation,Mauritania
Nation,Name,Algeria,Land_border_with,km,1900,,,Nation,Nation,Morocco
Nation,Name,Algeria,Land_border_with,km,951,,,Nation,Nation,Niger
Nation,Name,Algeria,Land_border_with,km,1034,,,Nation,Nation,Tunisia
Nation,Name,Algeria,Land_border_with,km,41,,,Nation,Nation,Western Sahara
Nation,Name,Andorra,Land_border_with,km,55,,,Nation,Nation,France
Nation,Name,Andorra,Land_border_with,km,63,,,Nation,Nation,Spain
Nation,Name,Angola,Land_border_with,km,231,,,Nation,Nation,Congo
Nation,Name,Angola,Land_border_with,km,1427,,,Nation,Nation,Namibia
Nation,Name,Angola,Land_border_with,km,1065,,,Nation,Nation,Zambia
Nation,Name,Argentina,Land_border_with,km,942,,,Nation,Nation,Bolivia
Nation,Name,Argentina,Land_border_with,km,1263,,,Nation,Nation,Brazil
Nation,Name,Argentina,Land_border_with,km,6691,,,Nation,Nation,Chile
Nation,Name,Argentina,Land_border_with,km,2531,,,Nation,Nation,Paraguay
Nation,Name,Argentina,Land_border_with,km,541,,,Nation,Nation,Uruguay
Nation,Name,Armenia,Land_border_with,km,996,,,Nation,Nation,Azerbaijan
Nation,Name,Armenia,Land_border_with,km,219,,,Nation,Nation,Georgia
Nation,Name,Armenia,Land_border_with,km,44,,,Nation,Nation,Iran
Nation,Name,Armenia,Land_border_with,km,311,,,Nation,Nation,Turkey
Nation,Name,Austria,Land_border_with,km,402,,,Nation,Nation,Czech Republic
Nation,Name,Austria,Land_border_with,km,801,,,Nation,Nation,Germany
Nation,Name,Austria,Land_border_with,km,321,,,Nation,Nation,Hungary
Nation,Name,Austria,Land_border_with,km,404,,,Nation,Nation,Italy
Nation,Name,Austria,Land_border_with,km,34,,,Nation,Nation,Liechtenstein
Nation,Name,Austria,Land_border_with,km,105,,,Nation,Nation,Slovakia
Nation,Name,Austria,Land_border_with,km,299,,,Nation,Nation,Slovenia
Nation,Name,Austria,Land_border_with,km,158,,,Nation,Nation,Switzerland
Nation,Name,Azerbaijan,Land_border_with,km,996,,,Nation,Nation,Armenia
Nation,Name,Azerbaijan,Land_border_with,km,428,,,Nation,Nation,Georgia
Nation,Name,Azerbaijan,Land_border_with,km,689,,,Nation,Nation,Iran
Nation,Name,Azerbaijan,Land_border_with,km,338,,,Nation,Nation,Russia
Nation,Name,Azerbaijan,Land_border_with,km,17,,,Nation,Nation,Turkey
Nation,Name,Bangladesh,Land_border_with,km,271,,,Nation,Nation,Burma
Nation,Name,Bangladesh,Land_border_with,km,4142,,,Nation,Nation,India
Nation,Name,Belgium,Land_border_with,km,556,,,Nation,Nation,France
Nation,Name,Belgium,Land_border_with,km,133,,,Nation,Nation,Germany
Nation,Name,Belgium,Land_border_with,km,130,,,Nation,Nation,Luxembourg
Nation,Name,Belgium,Land_border_with,km,478,,,Nation,Nation,Netherlands
Nation,Name,Belize,Land_border_with,km,266,,,Nation,Nation,Guatemala
Nation,Name,Belize,Land_border_with,km,276,,,Nation,Nation,Mexico
Nation,Name,Benin,Land_border_with,km,386,,,Nation,Nation,Burkina Faso
Nation,Name,Benin,Land_border_with,km,277,,,Nation,Nation,Niger
Nation,Name,Benin,Land_border_with,km,809,,,Nation,Nation,Nigeria
Nation,Name,Benin,Land_border_with,km,651,,,Nation,Nation,Togo
Nation,Name,Bhutan,Land_border_with,km,477,,,Nation,Nation,China
Nation,Name,Bhutan,Land_border_with,km,659,,,Nation,Nation,India
Nation,Name,Bolivia,Land_border_with,km,942,,,Nation,Nation,Argentina
Nation,Name,Bolivia,Land_border_with,km,3403,,,Nation,Nation,Brazil
Nation,Name,Bolivia,Land_border_with,km,942,,,Nation,Nation,Chile
Nation,Name,Bolivia,Land_border_with,km,753,,,Nation,Nation,Paraguay
Nation,Name,Bolivia,Land_border_with,km,1212,,,Nation,Nation,Peru
Nation,Name,Bosnia And Herzegovina,Land_border_with,km,956,,,Nation,Nation,Croatia
Nation,Name,Bosnia And Herzegovina,Land_border_with,km,242,,,Nation,Nation,Montenegro
Nation,Name,Bosnia And Herzegovina,Land_border_with,km,345,,,Nation,Nation,Serbia
Nation,Name,Botswana,Land_border_with,km,1544,,,Nation,Nation,Namibia
Nation,Name,Botswana,Land_border_with,km,1969,,,Nation,Nation,South Africa
Nation,Name,Botswana,Land_border_with,km,15,,,Nation,Nation,Zambia
Nation,Name,Botswana,Land_border_with,km,834,,,Nation,Nation,Zimbabwe
Nation,Name,Brazil,Land_border_with,km,1263,,,Nation,Nation,Argentina
Nation,Name,Brazil,Land_border_with,km,3403,,,Nation,Nation,Bolivia
Nation,Name,Brazil,Land_border_with,km,1790,,,Nation,Nation,Colombia
Nation,Name,Brazil,Land_border_with,km,649,,,Nation,Nation,French Guiana
Nation,Name,Brazil,Land_border_with,km,1308,,,Nation,Nation,Guyana
Nation,Name,Brazil,Land_border_with,km,1371,,,Nation,Nation,Paraguay
Nation,Name,Brazil,Land_border_with,km,2659,,,Nation,Nation,Peru
Nation,Name,Brazil,Land_border_with,km,515,,,Nation,Nation,Suriname
Nation,Name,Brazil,Land_border_with,km,1050,,,Nation,Nation,Uruguay
Nation,Name,Brazil,Land_border_with,km,2137,,,Nation,Nation,Venezuela
Nation,Name,Brunei,Land_border_with,km,266,,,Nation,Nation,Malaysia
Nation,Name,Bulgaria,Land_border_with,km,472,,,Nation,Nation,Greece
Nation,Name,Bulgaria,Land_border_with,km,162,,,Nation,Nation,Macedonia
Nation,Name,Bulgaria,Land_border_with,km,605,,,Nation,Nation,Romania
Nation,Name,Bulgaria,Land_border_with,km,344,,,Nation,Nation,Serbia
Nation,Name,Bulgaria,Land_border_with,km,223,,,Nation,Nation,Turkey
Nation,Name,Burkina Faso,Land_border_with,km,386,,,Nation,Nation,Benin
Nation,Name,Burkina Faso,Land_border_with,km,602,,,Nation,Nation,Ghana
Nation,Name,Burkina Faso,Land_border_with,km,545,,,Nation,Nation,Ivory Coast
Nation,Name,Burkina Faso,Land_border_with,km,1325,,,Nation,Nation,Mali
Nation,Name,Burkina Faso,Land_border_with,km,622,,,Nation,Nation,Niger
Nation,Name,Burkina Faso,Land_border_with,km,131,,,Nation,Nation,Togo
Nation,Name,Burma,Land_border_with,km,271,,,Nation,Nation,Bangladesh
Nation,Name,Burma,Land_border_with,km,2129,,,Nation,Nation,China
Nation,Name,Burma,Land_border_with,km,1468,,,Nation,Nation,India
Nation,Name,Burma,Land_border_with,km,238,,,Nation,Nation,Laos
Nation,Name,Burma,Land_border_with,km,2416,,,Nation,Nation,Thailand
Nation,Name,Burundi,Land_border_with,km,236,,,Nation,Nation,Congo
Nation,Name,Burundi,Land_border_with,km,315,,,Nation,Nation,Rwanda
Nation,Name,Burundi,Land_border_with,km,589,,,Nation,Nation,"Tanzania, United Republic of"
Nation,Name,Byelarus,Land_border_with,km,161,,,Nation,Nation,Latvia
Nation,Name,Byelarus,Land_border_with,km,640,,,Nation,Nation,Lithuania
Nation,Name,Byelarus,Land_border_with,km,418,,,Nation,Nation,Poland
Nation,Name,Byelarus,Land_border_with,km,1312,,,Nation,Nation,Russia
Nation,Name,Byelarus,Land_border_with,km,1111,,,Nation,Nation,Ukraine
Nation,Name,Cambodia,Land_border_with,km,555,,,Nation,Nation,Laos
Nation,Name,Cambodia,Land_border_with,km,817,,,Nation,Nation,Thailand
Nation,Name,Cambodia,Land_border_with,km,1158,,,Nation,Nation,Vietnam
Nation,Name,Cameroon,Land_border_with,km,901,,,Nation,Nation,Central African Republic
Nation,Name,Cameroon,Land_border_with,km,1116,,,Nation,Nation,Chad
Nation,Name,Cameroon,Land_border_with,km,183,,,Nation,Nation,Equatorial Guinea
Nation,Name,Cameroon,Land_border_with,km,349,,,Nation,Nation,Gabon
Nation,Name,Cameroon,Land_border_with,km,1975,,,Nation,Nation,Nigeria
Nation,Name,Cameroon,Land_border_with,km,494,,,Nation,Nation,Republic of the Congo
Nation,Name,Canada,Land_border_with,km,2477,,,Nation,Nation,Alaska
Nation,Name,Canada,Land_border_with,km,6416,,,Nation,Nation,United States
Nation,Name,Central African Republic,Land_border_with,km,901,,,Nation,Nation,Cameroon
Nation,Name,Central African Republic,Land_border_with,km,1556,,,Nation,Nation,Chad
Nation,Name,Central African Republic,Land_border_with,km,1747,,,Nation,Nation,Congo
Nation,Name,Central African Republic,Land_border_with,km,487,,,Nation,Nation,Republic of the Congo
Nation,Name,Central African Republic,Land_border_with,km,1055,,,Nation,Nation,South Sudan
Nation,Name,Central African Republic,Land_border_with,km,174,,,Nation,Nation,Sudan
Nation,Name,Chad,Land_border_with,km,1116,,,Nation,Nation,Cameroon
Nation,Name,Chad,Land_border_with,km,1556,,,Nation,Nation,Central African Republic
Nation,Name,Chad,Land_border_with,km,1050,,,Nation,Nation,Libya
Nation,Name,Chad,Land_border_with,km,1196,,,Nation,Nation,Niger
Nation,Name,Chad,Land_border_with,km,85,,,Nation,Nation,Nigeria
Nation,Name,Chad,Land_border_with,km,1403,,,Nation,Nation,Sudan
Nation,Name,Chile,Land_border_with,km,6691,,,Nation,Nation,Argentina
Nation,Name,Chile,Land_border_with,km,942,,,Nation,Nation,Bolivia
Nation,Name,Chile,Land_border_with,km,168,,,Nation,Nation,Peru
Nation,Name,China,Land_border_with,km,91,,,Nation,Nation,Afghanistan
Nation,Name,China,Land_border_with,km,477,,,Nation,Nation,Bhutan
Nation,Name,China,Land_border_with,km,2129,,,Nation,Nation,Burma
Nation,Name,China,Land_border_with,km,2659,,,Nation,Nation,India
Nation,Name,China,Land_border_with,km,1765,,,Nation,Nation,Kazakhstan
Nation,Name,China,Land_border_with,km,1063,,,Nation,Nation,Kyrgyzstan
Nation,Name,China,Land_border_with,km,475,,,Nation,Nation,Laos
Nation,Name,China,Land_border_with,km,4630,,,Nation,Nation,Mongolia
Nation,Name,China,Land_border_with,km,1389,,,Nation,Nation,Nepal
Nation,Name,China,Land_border_with,km,1352,,,Nation,Nation,North Korea
Nation,Name,China,Land_border_with,km,438,,,Nation,Nation,Pakistan
Nation,Name,China,Land_border_with,km,4179,,,Nation,Nation,Russia
Nation,Name,China,Land_border_with,km,477,,,Nation,Nation,Tajikistan
Nation,Name,China,Land_border_with,km,1297,,,Nation,Nation,Vietnam
Nation,Name,Colombia,Land_border_with,km,1790,,,Nation,Nation,Brazil
Nation,Name,Colombia,Land_border_with,km,708,,,Nation,Nation,Ecuador
Nation,Name,Colombia,Land_border_with,km,339,,,Nation,Nation,Panama
Nation,Name,Colombia,Land_border_with,km,1494,,,Nation,Nation,Peru
Nation,Name,Colombia,Land_border_with,km,2341,,,Nation,Nation,Venezuela
Nation,Name,Congo,Land_border_with,km,236,,,Nation,Nation,Angola
Nation,Name,Congo,Land_border_with,km,1747,,,Nation,Nation,Central African Republic
Nation,Name,Congo,Land_border_with,km,1229,,,Nation,Nation,Republic of the Congo
Nation,Name,Congo,Land_border_with,km,221,,,Nation,Nation,Rwanda
Nation,Name,Congo,Land_border_with,km,714,,,Nation,Nation,South Sudan
Nation,Name,Congo,Land_border_with,km,479,,,Nation,Nation,"Tanzania, United Republic of"
Nation,Name,Congo,Land_border_with,km,877,,,Nation,Nation,Uganda
Nation,Name,Congo,Land_border_with,km,2332,,,Nation,Nation,Zambia
Nation,Name,Costa Rica,Land_border_with,km,313,,,Nation,Nation,Nicaragua
Nation,Name,Costa Rica,Land_border_with,km,348,,,Nation,Nation,Panama
Nation,Name,Croatia,Land_border_with,km,956,,,Nation,Nation,Bosnia And Herzegovina
Nation,Name,Croatia,Land_border_with,km,348,,,Nation,Nation,Hungary
Nation,Name,Croatia,Land_border_with,km,19,,,Nation,Nation,Montenegro
Nation,Name,Croatia,Land_border_with,km,314,,,Nation,Nation,Serbia
Nation,Name,Croatia,Land_border_with,km,600,,,Nation,Nation,Slovenia
Nation,Name,Cuba,Land_border_with,km,5,,,Nation,Nation,Us Naval Base At Guantanamo Bay 28.
Nation,Name,Czech Republic,Land_border_with,km,402,,,Nation,Nation,Austria
Nation,Name,Czech Republic,Land_border_with,km,704,,,Nation,Nation,Germany
Nation,Name,Czech Republic,Land_border_with,km,796,,,Nation,Nation,Poland
Nation,Name,Czech Republic,Land_border_with,km,241,,,Nation,Nation,Slovakia
Nation,Name,Cyprus,Land_border_with,km,48,,,Nation,Nation,Akrotiri
Nation,Name,Cyprus,Land_border_with,km,108,,,Nation,Nation,Dhekelia
Nation,Name,Denmark,Land_border_with,km,140,,,Nation,Nation,Germany
Nation,Name,Dhekelia,Land_border_with,km,108,,,Nation,Nation,Cyprus
Nation,Name,Djibouti,Land_border_with,km,125,,,Nation,Nation,Eritrea
Nation,Name,Djibouti,Land_border_with,km,342,,,Nation,Nation,Ethiopia
Nation,Name,Djibouti,Land_border_with,km,61,,,Nation,Nation,Somalia
Nation,Name,Dominican Republic,Land_border_with,km,376,,,Nation,Nation,Haiti
Nation,Name,East Timor,Land_border_with,km,253,,,Nation,Nation,Indonesia
Nation,Name,Ecuador,Land_border_with,km,708,,,Nation,Nation,Colombia
Nation,Name,Ecuador,Land_border_with,km,1529,,,Nation,Nation,Peru
Nation,Name,Egypt,Land_border_with,km,13,,,Nation,Nation,Gaza Strip
Nation,Name,Egypt,Land_border_with,km,208,,,Nation,Nation,Israel
Nation,Name,Egypt,Land_border_with,km,1115,,,Nation,Nation,Libya
Nation,Name,Egypt,Land_border_with,km,1276,,,Nation,Nation,Sudan
Nation,Name,El Salvador,Land_border_with,km,199,,,Nation,Nation,Guatemala
Nation,Name,El Salvador,Land_border_with,km,391,,,Nation,Nation,Honduras
Nation,Name,Equatorial Guinea,Land_border_with,km,183,,,Nation,Nation,Cameroon
Nation,Name,Equatorial Guinea,Land_border_with,km,345,,,Nation,Nation,Gabon
Nation,Name,Eritrea,Land_border_with,km,125,,,Nation,Nation,Djibouti
Nation,Name,Eritrea,Land_border_with,km,1033,,,Nation,Nation,Ethiopia
Nation,Name,Eritrea,Land_border_with,km,682,,,Nation,Nation,Sudan
Nation,Name,Estonia,Land_border_with,km,333,,,Nation,Nation,Latvia
Nation,Name,Estonia,Land_border_with,km,324,,,Nation,Nation,Russia
Nation,Name,Ethiopia,Land_border_with,km,342,,,Nation,Nation,Djibouti
Nation,Name,Ethiopia,Land_border_with,km,1033,,,Nation,Nation,Eritrea
Nation,Name,Ethiopia,Land_border_with,km,867,,,Nation,Nation,Kenya
Nation,Name,Ethiopia,Land_border_with,km,1640,,,Nation,Nation,Somalia
Nation,Name,Ethiopia,Land_border_with,km,1299,,,Nation,Nation,South Sudan
Nation,Name,Ethiopia,Land_border_with,km,744,,,Nation,Nation,Sudan
Nation,Name,Finland,Land_border_with,km,709,,,Nation,Nation,Norway
Nation,Name,Finland,Land_border_with,km,1309,,,Nation,Nation,Russia
Nation,Name,Finland,Land_border_with,km,545,,,Nation,Nation,Sweden
Nation,Name,France,Land_border_with,km,55,,,Nation,Nation,Andorra
Nation,Name,France,Land_border_with,km,556,,,Nation,Nation,Belgium
Nation,Name,France,Land_border_with,km,418,,,Nation,Nation,Germany
Nation,Name,France,Land_border_with,km,476,,,Nation,Nation,Italy
Nation,Name,France,Land_border_with,km,69,,,Nation,Nation,Luxembourg
Nation,Name,France,Land_border_with,km,6,,,Nation,Nation,Monaco
Nation,Name,France,Land_border_with,km,646,,,Nation,Nation,Spain
Nation,Name,France,Land_border_with,km,525,,,Nation,Nation,Switzerland
Nation,Name,French Guiana,Land_border_with,km,673,,,Nation,Nation,Brazil
Nation,Name,French Guiana,Land_border_with,km,510,,,Nation,Nation,Suriname
Nation,Name,Gabon,Land_border_with,km,349,,,Nation,Nation,Cameroon
Nation,Name,Gabon,Land_border_with,km,345,,,Nation,Nation,Equatorial Guinea
Nation,Name,Gabon,Land_border_with,km,2567,,,Nation,Nation,Republic of the Congo
Nation,Name,"Gambia, The",Land_border_with,km,749,,,Nation,Nation,Senegal
Nation,Name,Gaza Strip,Land_border_with,km,13,,,Nation,Nation,Egypt
Nation,Name,Gaza Strip,Land_border_with,km,59,,,Nation,Nation,Israel
Nation,Name,Georgia,Land_border_with,km,219,,,Nation,Nation,Armenia
Nation,Name,Georgia,Land_border_with,km,428,,,Nation,Nation,Azerbaijan
Nation,Name,Georgia,Land_border_with,km,894,,,Nation,Nation,Russia
Nation,Name,Georgia,Land_border_with,km,273,,,Nation,Nation,Turkey
Nation,Name,Germany,Land_border_with,km,801,,,Nation,Nation,Austria
Nation,Name,Germany,Land_border_with,km,133,,,Nation,Nation,Belgium
Nation,Name,Germany,Land_border_with,km,704,,,Nation,Nation,Czech Republic
Nation,Name,Germany,Land_border_with,km,140,,,Nation,Nation,Denmark
Nation,Name,Germany,Land_border_with,km,418,,,Nation,Nation,France
Nation,Name,Germany,Land_border_with,km,128,,,Nation,Nation,Luxembourg
Nation,Name,Germany,Land_border_with,km,575,,,Nation,Nation,Netherlands
Nation,Name,Germany,Land_border_with,km,467,,,Nation,Nation,Poland
Nation,Name,Germany,Land_border_with,km,348,,,Nation,Nation,Switzerland
Nation,Name,Ghana,Land_border_with,km,602,,,Nation,Nation,Burkina Faso
Nation,Name,Ghana,Land_border_with,km,720,,,Nation,Nation,Ivory Coast
Nation,Name,Ghana,Land_border_with,km,1098,,,Nation,Nation,Togo
Nation,Name,Gibraltar,Land_border_with,km,2,,,Nation,Nation,Spain
